,HEADLINE,IMAGE_LINK,LINK,NEWS
10,"Fully vaccinated flyers do not need negative RT-PCR test while landing in Maharashtra
July 16, 2021 11:35:37 amThis exemption is applicable for domestic as well as international passengers.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/pune/maharashtra-air-travel-guidelines-covid-test-vaccination-certificate-7407338/,"Passengers arriving at airports in Maharashtra from outside the state or abroad will not be required to show a negative RT-PCR test result if they have received both doses of a Covid-19 vaccine. Maharashtra Chief Secretary Sitaram Kunte issued an order to this effect on Thursday.This means people who are unvaccinated or have received only one jab will have to produce a negative RT-PCR test report at the time of their entry into the state by road, or at the time of arrival at an airport in the state.“Persons who have been vaccinated with both doses of the Covid-19 vaccine and 15 days have lapsed since the administration of second dose of the vaccine, and is in possession of the final vaccination certificate issued through the CoWin portal, may be exempted from the mandatory requirement of possessing a negative RT-PCR report on their entry into the state,” said the order signed by Kunte.It has been clarified that this exemption is applicable for domestic as well as international passengers.It is mandated that, despite this exemption order in place, all passengers irrespective of the status of vaccination most scrupulously follow Covid-appropriate behaviour (wearing mask, frequent sanitising of hand, maintaining social distancing etc.) at all times,” the order further states.The time interval of the validity of the RTPCR test for all other persons will now be 72 hours instead of 48 hours."
11,"In a first, pulsars help detect space weather disruptions
July 16, 2021 11:34:04 amThe detection was made possible by uGMRT, a unique and the most sensitive instrument operating best in the frequency range between 300 MegaHertz and 1000 MegaHertz — where low frequency gravitational waves get detected.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/pune/pulsars-detect-space-weather-disruptions-7407354/,"For the first time, space weather disruptions triggered by the sun were measured using pulsars with the help of the upgraded Giant Metrewave Radio Telescope (uGMRT) in Pune.Usually weighing 1.5 times more than the sun, pulsars are massive stars which rotate at a very high speed (upto 600 rotations per minute) and emit periodic radio flashes. Pulsars are considered the most accurate clocks in the universe and scientists accurately predict their flashes.Using uGMRT, astronomers record pulsar radio flashes once every 14 days and it was during one such observation in February 2019 that they chanced upon Coronal Mass Ejection (CME). One such disruption, resultant CME, was confirmed based on the abnormally-delayed radio signals received from PSRJ2145 – 0750, the pulsar source under uGMRT observation, on February 23, 2019.CMEs — wave streams containing charged particles and plasma — emerge from the sun and possess a great potential to disrupt space weather, affect satellite, telecommunications and power grids on Earth.“The pulsar signal observed from this source on the following day, that is, February 24, was noted to have a delay of about six times higher than what occurs normally. This excess delay was caused due to the highly electrically charged medium — present between the earth and the sun — which was a result of the CME event from the previous day,” said Prof Bhal Chandra Joshi, senior scientist at the TIFR — National Centre for Radio Astrophysics, Pune, who was a part of the study published recently in the journal of Astronomy and Astrophysics.Gravitational wave (in higher frequencies) detections were first confirmed using the Laser Interferometer Gravitational-wave Observatory (LIGO) in 2016.However, 20 astronomers associated with the Indian Pulsar Timing Array (InPTA) from Tata Institute of Fundamental Research, IIT-Roorkee, IIT-Hyderabad, Institute of Mathematical Sciences and Raman Research Institute — have now detected low-frequency gravitational waves for the first time with the help of these pulsar signals.The detection was made possible by uGMRT, a unique and the most sensitive instrument operating best in the frequency range between 300 MegaHertz and 1000 MegaHertz — where low frequency gravitational waves get detected. As radio signals from pulsars change as they pass through low frequency gravitational waves, their discovery is now confirmed.Scientists say that when gravitational waves approach earth, there is either an advancement or delay by a tiny measure, of the order of a few tens of microseconds, in this pulsar beam signal arriving over earth.“We are aware of the standard delays in the arrival of the radio signals from the pulsar but since the signal from PSRJ2145 – 0750 arrived beyond this acceptable delay, it got scientists thinking. Other satellite observations confirmed a medium intensity CME on February 23, 2019,” added Joshi.The InPTA astronomers further stated that solar cycles and sun’s activity, either the maximum (solar activity is at its peak) or the minima (solar activity is at its lowest point) will now have to be factored in while studying pulsars.This as any change in the composition of the medium triggered by CMEs can also lead to deterioration in the accuracy of predicting radio flashes from the pulsars, they said."
12,"Mumbai: Businessman tries to order pizza online, loses Rs 65,000
July 16, 2021 11:25:56 amSoon after the transactions, the businessman received a phone call from his credit card company that was tracking his transactions and he was asked to immediately approach the local police station in order to recover the money.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/mumbai/bizman-tries-to-order-pizza-online-loses-rs-65000-7407263/,"A 59-year-old businessman, who stays on Nargis Dutt Road in Pali Hill, tried to order a pizza online but a cyber-fraudster impersonating the pizza shop manager tricked him into transferring Rs 65,000. Soon after the transactions, the businessman received a phone call from his credit card company that was tracking his transactions and he was asked to immediately approach the local police station in order to recover the money. A Khar police official confirmed the registration of an FIR in the matter and said efforts were being made to recover the money.The incident took place at around 7 pm on July 12 when the businessman searched Google and got the number of Francisco pizza places. The businessman did not know that many fraudsters give their own numbers on Google as a number of popular brands, customer services to dupe unsuspecting customers.The businessman called up on the number and the fraudster said he will call back from another number. Another fraudster personating as the manager called back and asked him to send an advance payment and sent him a link. The businessman filled in the details on the link and received an OTP. Soon after sharing the OTP, Rs 20,000 got debited from his account. The businessman questioned the fraudster as to how such a big amount got deducted just for a pizza.But the fraudster apologized and said it happened by mistake and he would return the money and asked for another OTP. The businessman again shared the OTP and again Rs 20,000 got debited from his account. The fraudster somehow convinced the businessman that it was a technical error and made him send the OTP two more times and a total of Rs 65,000 got debited from his account. Soon after the fourth transaction, the credit card company called him and asked him if he was making the payments. When the businessman denied it, the company official asked him to approach the local police to lodge a complaint. The Khar police have lodged an FIR and a probe is on to find the accused."
13,"Mumbai rain LIVE updates: Heavy downpour in Mumbai, major areas in the city waterlogged
 July 16, 2021  11:24:22 amMumbai rain LIVE updates: Extremely heavy rain was recorded at the India Meteorological Department (IMD) Santacruz observatory at 253.3mm, which is the second highest 24-hour rainfall in a decade.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/mumbai/mumbai-monsoon-rains-major-areas-waterlogged-7407339/,"Mumbai rain LIVE updates: After meagre rains on Thursday, Mumbai woke up to heavy downpour, which continued through the night and in the early hours of Friday, leading to 27 roads being inundated, 85 bus routes diverted and 250 people evacuated from the Mithi River banks.Extremely heavy rain was recorded at the India Meteorological Department (IMD) Santacruz observatory at 253.3mm, which is the second highest 24-hour rainfall in a decade. The Thursday night downpour is also the highest rainfall recorded this season. In 2019, the city had recorded 375.2mm on July 2, which was the highest 24-hour rain in the month between 2015 and 2020. In 2018, it was 184.3mm (July 10), 163.4mm in 2017 (July 18), 114.5mm in 2016 (July 30), and 61 mm in 2015 (July 21).The downpour caused heavy flooding in low lying areas of Chunabhatti, Sion, Dadar, and Gandhi Market, Chembur and Sheetal Cinema in Kurla LBS Road. Traffic was affected and over 85 buses were forced to either cancel or divert the routes including Andheri, Chembur, Sion and Wadala.Due to heavy rains in Sion Kurla-Vidyavihar-Ghatkopar-Chembur area leading to water level rising on track, trains are running cautiously, 20-25 minutes late on mainline(central) & harbour line, Central Railway announced."
14,"Pune city’s seasonal rainfall at 23% deficit, light spells predicted today
July 16, 2021 11:22:59 amThe city’s seasonal rainfall continues to remain deficient, and as on Thursday, it stood at 23 per cent below normal.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/pune/pune-citys-seasonal-rainfall-at-23-deficit-light-spells-predicted-today-7407324/,"Pune city will experience partly cloudy sky conditions on Friday with chances of light to moderate intensity rain (2.4mm to 64.4mm in 24-hours), the India Meteorological Department (IMD) said in its latest bulletin.The MET department has also predicted ghat areas in the district to receive heavy spells today.There is an east west shear-zone running across the State alongside the presence of a low pressure system over Vidarbha.During the last 24-hours, very light to rainfall traces measuring 1.3mm – Shivajinagar, Lohegaon – 1.2mm and Pashan – 1.1mm were recorded on Friday.The city’s seasonal rainfall continues to remain deficient, and as on Thursday, it stood at 23 per cent below normal.On Friday, Pune city’s maximum temperature is forecast to be 30 degrees and the recorded minimum temperature (at 8.30am) on the day was 22.6 degrees.– Stay updated with the latest Pune news. Follow Express Pune on Twitter here and on Facebook here. You can also join our Express Pune Telegram channel here."
15,"Punekars can take a journey beyond the solar system or attend a virtual salon this weekend from home
July 16, 2021 11:04:52 amYou can also learn the secrets of birdwatching or deepdive into the pages of the Mahabharata.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/pune/punekars-journey-beyond-solar-system-virtual-salon-weekend-home-7407317/,"Gyaan Pedia, an initiative of Gyaan Adab, will present A Celestial Affair: A Journey Beyond Solar System, by Prof. Mujtaba Lokhandwala. Prof. Lokhandwala will take participants on a journey into outer space and introduce stars and many romantic, mystical, mythological narratives around them. The event seeks to open our eyes to the discoveries of the universe through astronomy, the scientific study of the stars. On July 17. 7 pm. Zoom ID: 878 2331 9158; Passcode: gyaanpedia. Charges: FreeThe Virtual Salon, an initiative of the Goethe-Institut Pune and the Alliance Française de Pune, seeks to offer artists and creatives a platform to showcase their work, discover the work of others, and build a network for future collaborations. The speaker in the latest edition is Trishla Talera, founder and director of Pune-based TIFA Working Studios. To inspire the conversation on art, creativity and its intersection with the digital frontier, Subhagata Singha aka Rivu, a music composer and producer from Kolkata, will perform tracks from his repertoire that ranges from progressive rock and rock fusion to synthwave and pop. On July 16, 5 pm. Charges: Free. Register on Eventbrite.Learn the secrets of time with a workshop on making resin clocks. Organised by Urja Studio Pune, it involves learning to safely use resin, mix pigments to resin, pouring techniques and adding textures and layers. The workshop will be held over Zoom, and you will be sent kits containing resin with hardener, a number panel, clock mechanism and crystals, among others. Registrations close on July 17; kits will be dispatched on July 21; event will be held on July 25, 3pm-5pm. Charges: Rs 2300 (inclusive of kit + delivery). Contact: 9730557776Do you have a local site where you go birding regularly? Do you know if the Blue-tailed Bee-eater is only a passage migrant or a winter visitor as well? When was the last time you saw a Green Bee-eater? Are Small Minivets becoming less common than they once used to be? The answers to these questions and more can be answered by regularly monitoring your favourite birding sites in a systematic way. Bird Count India has started the Patch Monitoring Project, which involves systematic bird monitoring by birders in their favourite patch. A webinar on the subject will be held on July 18 , 7 pm. visit https://birdcount.in/patch-monitoringThe Bhandarkar Oriental Research Institute has opened admissions for the second batch of the Online course on Mahabharata, titled 18 Parvans of Mahabharata – Introduction to an Incredible Epic. The course is based on the Critical Edition of Mahabharata published by Bhandarkar Oriental Research Institute. These lectures are bookended by an introductory address on the critical edition and a concluding address. Date – July 26-August 17, 7 pm to 8.30 pm.Charges – Rs 2,400. Contact: form: https://forms.gle/WxCtWc8Q8S7HohUS9"
16,"Special Marriage Act: Implement Allahabad HC order in Maharashtra, activists write to Kunte
 July 16, 2021  11:05:38 amRecently, a woman approached the Khar police saying she was getting married to a person from another religion, and after learning about her marriage, few men allegedly humiliated her parents.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/mumbai/maharashtra-special-marriages-act-implementation-activists-write-to-kunte-7407287/,"A group of social activists has written to Maharashtra Chief Secretary Sitaram Kunte to implement in the state an order of the Allahabad High Court, which states it would be optional and not mandatory for a couple getting married under the Special Marriage Act, 1954 to publish a notice about their intended marriage 30 days before it is solemnized.Recently, a woman from Khar (West) approached the Khar police saying she was getting married to a person from another religion, and after learning about her marriage, few unknown men allegedly entered her housing society and humiliated her parents in front of their neighbour.Some days prior to the incident, the woman and her partner had gone to the registrar of marriage office in Khar (West) to register their marriage under the Special Marriage Act. They suspect their personal information was leaked from the office after their notice was published on a board there and on the government website.The Khar police has promised to ensure no further harassment to the couple or their families. Vasant Pingle, Assistant Commissioner of Police of Khar Police Station told The Indian Express, “We have warned the men not to bother the woman’s family. We have also provided the woman with the number of our police officer in case she faces any further trouble.”In order to ensure such incidents do not repeat in future, two organisations — the Citizens of Justice and Peace (CJP), a human rights movement, and Dhanak of Humanity, a non-profit organisation founded by interfaith couples — have written a letter to Kunte asking him to ensure that the January 8, 2021 order of the Allahabad HC is implemented.On behalf of CJP, activist Teesta Setalvad told The Indian Express, “We first took up the issue in January by writing a letter to then chief secretary Sanjay Kumar, but no action was taken. After this incident, we wrote to Kunte on July 14 asking him to implement the Allahabad HC order in the matter of Safiya Sultana v. State of Uttar Pradesh [Habeas Corpus No. – 16907], delivered on January 12, 2021, by the Hon’ble Allahabad High Court, in response to a habeas corpus writ petition which contended that the requirement to publish a notice of intended marriage for 30 days as well as the ability of any person to object to the intended union as stated by Sections 5, 6 and 7 of The Special Marriage Act, 1954, respectively, was an invasion of privacy and would cause unnecessary social pressure/interference in their free choice with regard to their marriage.”Setalvad added, “It is also important to note that the Hon’ble Supreme Court of India in Kusum Ingots & Alloys v. Union of India [(2004) 6 SCC 254] mandated that ‘an order passed on a writ petition questioning the constitutionality of a parliamentary Act, whether interim or final keeping in view the provisions contained in clause (2) of Article 226 of the Constitution of India, will have effect throughout the territory of India subject of course to the applicability of the Act’.”"
17,"Heavy downpour in Mumbai, major areas in the city waterlogged
 July 16, 2021  11:23:28 am Moderate to heavy rain is likely in the city and suburbs with the possibility of heavy to very heavy rain at isolated places, said IMD.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/mumbai/heavy-downpour-in-mumbai-major-areas-in-the-city-waterlogged-7407236/,"After meagre rains were received all through Thursday, Mumbai saw a downpour through the night and in the early hours of Friday, leading to 27 roads being inundated, 85 bus routes diverted and 250 people evacuated from the Mithi River banks.Extremely heavy rain was recorded at the India Meteorological Department (IMD) Santacruz observatory at 253.3mm, which is the second highest 24-hour rainfall in a decade. The Thursday night downpour is also the highest rainfall recorded this season. In 2019, the city had recorded 375.2mm on July 2, which was the highest 24-hour rain in the month between 2015 and 2020. In 2018, it was 184.3mm (July 10), 163.4mm in 2017 (July 18), 114.5mm in 2016 (July 30), and 61 mm in 2015 (July 21).IMD classifies 15.6-64.4mm in 24 hours as moderate rain; 64.5-115.5mm rain as heavy; 115.6-204.4mm as very heavy; and over 204.5mm as extremely heavy rain. Moderate to heavy rain is likely in the city and suburbs with the possibility of heavy to very heavy rain at isolated places, said IMD.The Extremely heavy rain left 27 city roads waterlogged— areas like Hindmata, Gandhi Market, Sion Road no 24, Wadala Bridge, Chunabhatti, Siddharth Nagar in Goregaon, RCF, Chembur Phatak, Milan Subway, Linking Road, roads leading to eastern freeway, Sheetal Cinema in Kurla LBS Road.As per the BMC data, between 4 am to 7 am, the island city recorded 36mm rainfall, 73mm in the western suburb and the highest 75mm in the eastern suburb of Mumbai.Mithi River crossed dangerous mark following which so far about 250 people have been evacuated from Kranti Nagar slum which is located at the bank river.The residents have been shifted to Bail Bazar Municipal schools as a precautionary measure, said BMC.“We are monitoring the situation. The intensity of the rain has come down. But if the water level continues to rise then we will evacuate more people,” said Manish Valunje, Assistant Municipal Commissioner of L ward (Kurla)."
18,"Mangerbani cave paintings site maybe at least 1 lakh years old, estimate archaeologists
July 16, 2021 10:23:31 amThe cave paintings first came to light in May this year when an environmental activist, Sunil Harsana, spotted them in Mangarbani hill forest in the Faridabad district of Haryana.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/chandigarh/mangerbani-cave-paintings-1-lakh-years-old-archaeologists-7407264/,"The archaeologists of Haryana estimate that the cave paintings that were recently discovered at the prehistoric site of Mangerbani hill forest, Faridabad, may be up to 1 lakh years old.“On the basis of tool topology, it can be said that the date of pregit habitation at the site may be from about 1,00,000 to about 15,000 years ago. But we have also found evidence of later habitation, even up to 8-9th century AD,” says Banani Bhattacharyya, Deputy Director of Haryana Archaeology & Museums Department. “It can be said that this may be one of the biggest Palaeolithic sites in the Indian sub-continent, where stone age tools were recovered from open-air sites as well as from rock shelters,” she added.The cave paintings first came to light in May this year when an environmental activist, Sunil Harsana, spotted them in Mangarbani hill forest in the Faridabad district of Haryana. It prompted the Haryana Archeology department to conduct exploration in Shilakhari, Mangar, Kot, and Dhauj of Faridabad district and Roj ka Gujjar and Damdama of Gurgaon district in June this year.The officials now say that it is for the first time that a prehistoric site, along with cave paintings and rock art of a large magnitude, has been found in Haryana, though tools from the Palaeolithic Age have already been identified in parts of Aravallis. The latest discovery, the officials say, will change the history of Haryana and take it further back in time. “The cave paintings are yet to be dated but at least some of them belong to the Upper Palaeolithic period in all likelihood,” says an official.The Upper Paleolithic Age began around 40,000 years ago and lasted till around 10,000 years ago.Sources say the area concerned is not a protected site and it has not been properly documented or explored yet. However, Haryana Principal Secretary, Ashok Khemka, says, “We will give state protection to Mangarbani forests under the Ancient and Historical Monuments and Archaeological Sites and Remains Act, 1964, because of the presence of a large number of stone age sites with cave paintings and tools of the Paleolithic Age that have been found there.”"
19,"Hooda cites NSSO figures, economic survey as Khattar trashes CMIE data
July 16, 2021 10:17:00 amHooda claimed that Haryana had an unemployment rate of only 2.8 percent during his tenure as CM and it “now has increased to 27.9 per cent”.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/chandigarh/hooda-nsso-figures-economic-survey-khattar-cmie-data-7407250/,"The ongoing war of words between Haryana Chief Minister Manohar Lal Khattar and his predecessor Bhupinder Singh Hooda over unemployment rate intensified Thursday with the Opposition leader laying out the NSSO data and the Economic Survey figures to claim that the BJP-JJP government in state was in a denial mode on joblessness.“Chief Minister may try to run down data collected by the Centre for Monitoring Indian Economy (CMIE), but data from the National Sample Survey Office (NSSO) – under Union Ministry of Statistics and Programme – also indicates that unemployment has turned into a crisis in Haryana. The latest Economic Survey of the state government shows that 8,81,679 people had registered for jobs, of which only 2,816 got employment. The NSSO data, released after the Lok Sabha elections, showed that the unemployment record of 45 years was broken during the BJP government. When the country had an unemployment rate of 6.1 per cent, Haryana’s was 8.6 per cent – higher than backward states like UP, Bihar, Jharkhand, Madhya Pradesh and Chhattisgarh,” Hooda said.The Leader of Opposition was reacting to Khattar’s statement a day ago trashing the CMIE data. “The Leader of the Opposition refers to a report of an institution which doesn’t have any credibility. According to the March 2020 report of the National Statistical Organization, the unemployment rate in Haryana was seven per cent, between January and March, 2020, while the CMIE report showed it to be 23.7 per cent. Therefore, the rhetoric being made by Hooda on increase in unemployment rate is false and baseless,” Khattar had said.Hooda, however, claimed that Haryana had an unemployment rate of only 2.8 percent during his tenure as CM and it “now has increased to 27.9 per cent”. He said that six years ago, the government had organized an investment summit in Gurgaon. “It was claimed that MoUs worth Rs 5.87 lakh crore have been signed but no investment is visible on the ground. No new project, no big industry and no employment was created. Government should tell what happened to those MoUs,” the Congress leader said.Further targeting Khattar, he said, “At least 18 to 20 lakh educated youth had applied for recruitment when the government had released vacancies for 18,000 fourth class jobs. Not only this, about 25 lakh youth had applied when the government had released recruitment for 6,000 clerk posts. In the past, about 7000 youth had applied for just 10 posts of peons in Jagadhri court and 14,871 had applied for the raw recruitment of 13 posts of peons in Panipat court. Candidates holding BA, MA, MSc, MCom, M.Phil and PhD degrees from across the state are also applying for temporary posts of peons where the minimum qualification is class eight. But it is surprising that the government is not ready to accept that unemployment has taken a frightening form in Haryana”.The Congress leader also accused the state government of misleading people about the airport near Meham and Sonepat Rail Coach Factory. “The Rail Coach Factory, which was approved for Sonipat during the Congress tenure, has been shifted to another state. At present, only a small repair centre is being built here. We had worked hard to get clearance after doing all the formalities like the location of the international airport, but the BJP also let the project go to another state. Huge projects worth thousands of crores were moved from Haryana to other states and the Haryana government remained silent,” he said.Talking about the rising prices of petrol and diesel, Hooda said, there is a lot of anger among people. “The prices of most items of daily consumption are increasing and the common man is suffering, but the government is silent,” he said.Hooda claimed that the Centre does not want to reduce the excise duty on petroleum products and the state government does not want to give any relief to people by lowering the VAT, which is double of what it was during the previous Congress regime.The Congress, meanwhile, held statewide protests against the hike in prices of fuel, cooking gas and other essential commodities. State Congress chief Kumari Selja, who led the protest in Gurgaon, where she was joined by senior leader Ajay Singh Yadav, said the steep rise in the fuel prices is bound to burden the common people who are already facing hardships due to the Covid-19 pandemic."
20,"Punjab: HC judge recuses from land fraud case against officials, Punjab minister
July 16, 2021 10:11:04 amRana Gurmit Singh Sodhi, against whom the PIL has been filed, is considered a close aide of Chief Minister Amarinder Singh.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/chandigarh/punjab-hc-judge-recuses-land-fraud-case-officials-punjab-minister-7407228/,"A High Court judge on Thursday recused himself from hearing a Public Interest Litigation (PIL) seeking directions regarding alleged fraud committed by Punjab government officials in connivance with state Cabinet Minister Rana Gurmit Singh Sodhi.The PIL — filed in connection with the officials allegedly seeking compensation twice for a piece of land acquired by the government — came up for hearing before the division bench of Chief Justice Ravi Shanker Jha and Justice Arun Palli. The bench said, “List this petition of which one of us (Arun Palli, J.) is not a member on July 23.”The petitioner, Dinesh Chadha, through counsel, advocate Sameer Sachdeva, has sought directions against the “illegal, fraudulent and treacherous acts committed by the state Government officials in connivance with state Cabinet Minister for Sports and Youth Affairs, Gurmeet Singh, whereby the land of minister and his family which stood acquired and compensation paid in 1962, was again mischievously acquired in 2012 by the state government for same very purpose by sheer manipulations and widespread bungling, leading to double payment of compensation for the same very land twice to the minister and his family by defrauding the state exchequer and public at large”. The petitioner submitted that “the entire wrong committed against the state and public at large needs to be undone by the High Court by declaring the second acquisition proceedings and all related proceedings as illegal, null and void-abinitio”.The PIL could mean more trouble for the state government, which is already facing crisis due to infighting in the ruling party. The Cabinet minister, against whom the PIL has been filed, is considered a close aide of Chief Minister Amarinder Singh.The petitioner, Dinesh Chadha from Punjab’s Ropar area, claimed that the case involved a matter of “grave public concern, whereby a present Cabinet minister in Punjab government managed and manipulated the government machinery in taking compensation again and again for the same land, in the garb of dual acquisition proceedings by concealing the facutm of earlier acquisition proceedings. Now when the entire scam and fraud is unearthed as per the state government’s own high power committee report, the state government officials are sitting as puppets and helpless creatures in the hand of mighty and powerful, least they will themselves be facing the wrath in case they dare to take any criminal action against the minister concerned and his family members”.The State of Punjab acquired 12 acres belonging to the minister and his family in 1962 for the construction of Ferozpur-Fazilika road. The family accepted the compensation but in 2000 by “taking advantage of old revenue entries, the minister with an intention to defraud the government of Punjab and also mislead the court, filed the suit to take possession of the land that the state acquired in 1962. In 2007, for the lack of averment on the part of the government officials, the suit was decreed in favour of the minister”, claimed the petitioner, while adding that there was no serious effort to challenge it in higher courts.In 2008, the minister filed a writ petition praying that he was not given compensation for the acquisition. On High Court direction, the then superintendent engineer, “without examining the record properly took a decision to re-acquire the land, following which the State awarded compensation amounting to Rs 1.83 crore”.In 2015, the minister concerned, as per the petitioner, did not stop here as he filed the petition for re-determination of the acquisition compensation. The application was disposed of vide order November 26, 2015, thereby allowing the application for re-determination of the amount of compensation as per the new act, 2013.The petitioner has claimed that the Punjab government in 2020 formed a committee under the chairmanship of the chief secretary to verify the facts with regard to the “bogus exercise” being conducted, “leading to the same piece of land belonging to the minister being acquired twice”. Now the minister was seeking release of further compensation through contempt proceedings.In LPA 126 of 2021 dated February 9, 2021, the division bench stayed the contempt orders filed by the minister for not following the re-determination of the land compensation passed by additional session judge in 2015, appreciating the plea of the State acknowledging the fraud in this case. Even though the high-powered committee of the state government submitted a report in this regard, no action has been taken so far, claimed the petitioner."
21,"Karnataka cabinet approves setting up of gaushalas in all districts
July 16, 2021 10:02:45 amBasvaraj Bommai, Karnataka's Minister for Home, Law and Parliamentary Affairs, said more such schemes will be announced in the upcoming budget to help reduce the burden of maintaining non-milching and other cattle.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/bangalore/karnataka-cabinet-gaushalas-7407219/,"The Karnataka government Thursday approved the establishment of goshalas in all districts of the state at a total cost of Rs 15 crore in the first phase, to supplement the Karnataka Prevention of Slaughter and Preservation of Cattle Act, 2020.“The cabinet has decided to release additional funds, depending on the progress of the work,” Basvaraj Bommai, Karnataka’s Minister for Home, Law and Parliamentary Affairs said.He added that more such schemes will be announced in the upcoming budget to help reduce the burden of maintaining non-milching and other cattle.In December last year, the Karnataka Prevention of Slaughter and Preservation of Cattle Bill, 2020 was passed amid strong opposition from the Congress and the Janata Dal (Secular) in the Karnataka legislative Assembly.At the time, Bommai had said the government would increase the capacity of its existing 184 cattle shelters to 200,000.The Bill envisages a ban on all forms of cattle slaughter and stringent punishment for offenders.It also terms shelters established for the protection and preservation of cattle registered with the Department of Animal Husbandry and Fisheries as ‘gaushalas’.The Bill is a harsher version of a law passed by the BJP in 2010 with B S Yediyurappa as Chief Minister. It aimed at banning all forms of cattle slaughter by recommending stringent penalties for violators. The Bill was shelved in 2013 by the Siddaramaiah-led Congress government after it failed to get the Governor’s assent.The Congress had then reverted to the Karnataka Prevention of Cow Slaughter and Preservation of Animals Act, 1964, which banned the killing of any cow or calf of she-buffalo. However, it had certain relaxations, like allowing the slaughter of bullock, buffalo-male or female if it was certified by a competent authority to be above the age of 12 years, incapacitated for breeding or deemed sick.The Karnataka Prevention of Slaughter and Preservation of Cattle Bill, 2020 proposes a maximum of seven years imprisonment and a fine of Rs 5 lakh for the offenders. It seeks a total ban on the slaughter of cows in the state, and provides for stringent punishment to those who indulge in smuggling, illegal transportation, atrocities on cows and slaughtering them."
22,"Provide more financial assistance to disabled persons: Madras HC
July 16, 2021 9:56:00 amIt appears that the State provided Rs 4,000 as assistance to rice cardholders, but the assistance to persons with disabilities was only Rs 1,000, the Bench noted.",https://indianexpress.com/wp-content/plugins/lazy-load/images/1x1.trans.gif,https://indianexpress.com/article/cities/chennai/provide-more-financial-assistance-disabled-persons-madras-hc-7407217/,"Holding that persons with disabilities deserve enhanced relief, the Madras High Court on Thursday said they should be given more than the Rs 1,000 which is currently being given as assistance during the COVID-19 situation.The First Bench of Chief Justice Sanjib Banerjee and Justice Senthilkumar Ramamoorthy gave the direction to this effect when a PIL petition seeking grant of increased assistance to such persons came up for further hearing on Thursday.Section 24 of the Rights of Persons with Disabilities Act requires persons with disabilities to be provided more assistance than what the others get.It appears that the State provided Rs 4,000 as assistance to rice cardholders, but the assistance to persons with disabilities was only Rs 1,000, the Bench noted.“The matter may require fresh consideration, both as to the quantum of the assistance and the mode of reaching the assistance to the right people,” it said.“It may also be permissible to classify persons with disabilities on the basis of their financial status. At any rate, the earmarked amount of about Rs 133 crore has to be disbursed and if it is discovered that the number of persons with disabilities is substantially less than the 13.35 lakh figure that is shown in the database, it will only permit such earmarked sum to be distributed to the lesser number of persons with disabilities such that each person receives substantially more than Rs 1,000,” the Bench said."
