,HEADLINE,IMAGE_LINK,LINK,NEWS
10,"Microsoft may bring back Clippy, its shape-shifting assistant for MS Office",https://images.indianexpress.com/2021/07/Microsoft-Clippy.jpg,https://indianexpress.com/article/technology/tech-news-technology/microsoft-may-be-bringing-back-clippy-its-classic-shape-shifting-assistant-for-ms-office-7406320/,"Perhaps the world’s most famous digital paperclip, Microsoft’s Clippy was annoying for some and handy for others. While Clippy is not to be seen in more modern versions of Microsoft Office, the nostalgia remains intact for a lot of people from the era of Windows 98-XP. Now, it seems Microsoft has plans of bringing back the shape-shifting virtual assistant.The company took to its Twitter handle on July 14 to announce the possible return of Clippy if the tweet crosses 20,000 likes. While the character is unlikely to return in its assistant format, Microsoft may be replacing the paperclip emoji in Microsoft 365 with Clippy. Check out the tweet below.If this gets 20k likes, we’ll replace the paperclip emoji in Microsoft 365 with Clippy. pic.twitter.com/6T8ziboguC— Microsoft (@Microsoft) July 14, 2021Officially named Clippit, the bouncing character with its large, googly eyes was designed by Kevan J. Atteberry. It could change its shape and be dragged around the screen in older Office programs, offering help with various features across the MS Office toolset.While Microsoft demanded a target of 20,000 likes, the tweet has had an overwhelming response so far, gathering 1,31,900 likes, 13,100 retweets and over a thousand comments at the time of writing this story. As likely as it is, Microsoft has so far not confirmed the addition of Clippy officially.As per a report by The Verge, the paperclip almost made a return a couple of years ago when some Microsoft employees “briefly resurrected Clippy as animated stickers in Microsoft Teams”. However, the effort was quickly shut down soon after."
11,Google Pay: How to create an account and send or receive money,https://images.indianexpress.com/2020/02/Google-Pay-1200.jpg,https://indianexpress.com/article/technology/techook/google-pay-how-to-create-an-account-send-or-receive-money-online-payments-7405909/,"There are a lot of users who are still not aware of the online payment process. You can easily make online payments via Google Pay, Paytm or any other UPI app. These apps make it easier to recharge mobile numbers, pay electricity bills, or any other bill without any hassle. As a lot of people are staying indoors to stop the spread of COVID 19, online recharge and bill payment is currently the most convenient method. So, let’s take a look at how you can set up a Google Pay account and send or receive money on the app.In order to open a Google Pay account, you will need a bank account and your current mobile number should be linked to that account. One should also have an ATM or Debit card. Now, if you have these, then follow the below steps to create a Google Pay account.Step 1: Download the Google Pay app from Play Store. Open the downloaded app and select your preferred language.Step 2: You then need to enter your mobile phone number, which is registered with the bank account that you will be linking to Google Pay. Tap on the “Next” button and the app will automatically detect and show your email id. You then need to click on ‘Continue.’Step 3: You will then receive a one-time password (OTP) on the phone number you entered on the previous page. Just enter it to complete the verification process of your phone number.Step 4: Now, you will be required to choose between ‘Screen Lock’ or ‘Use Google Pin.’ Select your desired option and click on the ‘Continue’ button. After that, you need to set up your Google screen lock or pin. Once done, your Google Pay will be ready.But, this doesn’t mean that you can now send or receive money as you now need to add your bank account details.Step 1: Open the Google Pay app and tap on the profile account, which is located on the top right corner of the screen. The next page will show you an option called “Send Money,” just tap on it to add a bank account.Step 2: The app will display a list of banks, so you just need to choose your ‘Bank name’ from it.Step 3: Once selected, a pop-up will appear, tap ‘continue’. After that, another window will pop up on your screen showing the account link, so, just accept it.Step 4: The app will then send a verification SMS to the registered number. Once verified, just tap on ‘Enter UPI PIN’ to link the new bank account. This UPI pin is very important. You will be required to enter this PIN every time you make a transaction on the app. Do NOT share this UPI pin with anyone else.If you want to purchase anything at a shop, you can just scan the shop’s QR code, enter the amount, security PIN, which is the UPI pin and your payment will be done.If you want to send the money to your friend or any family member, then just on “New Payment” button, and type the name of the individual in the search bar. If that person is on Google Pay, then you will be able to send money by tapping on the ‘Pay’ button. After that, you need to enter the amount, security PIN and then send it.In the “New Payment” section, you will also find options like Mobile recharge, bill payment and other payment categories. Just select any category and enter details to pay bills. Google Pay even offers some cashback as well as rewards after a few transactions. Remember, you do not need to enter UPI pin to receive money from someone else."
12,Device taps brain waves to help paralysed man communicate,https://images.indianexpress.com/2021/07/Neuro.jpg,https://indianexpress.com/article/technology/science/device-taps-brain-waves-paralysed-man-communicate-7406131/,"In a medical first, researchers harnessed the brain waves of a paralysed man unable to speak — and turned what he intended to say into sentences on a computer screen.It will take years of additional research but the study, reported Wednesday, marks an important step toward one day restoring more natural communication for people who can’t talk because of injury or illness.“Most of us take for granted how easily we communicate through speech,” said Dr. Edward Chang, a neurosurgeon at the University of California, San Francisco, who led the work. “It’s exciting to think we’re at the very beginning of a new chapter, a new field” to ease the devastation of patients who lost that ability.Today, people who can’t speak or write because of paralysis have very limited ways of communicating. For example, the man in the experiment, who was not identified to protect his privacy, uses a pointer attached to a baseball cap that lets him move his head to touch words or letters on a screen. Other devices can pick up patients’ eye movements. But it’s a frustratingly slow and limited substitution for speech. Tapping brain signals to work around a disability is a hot field. In recent years, experiments with mind-controlled prosthetics have allowed paralysed people to shake hands or take a drink using a robotic arm — they imagine moving and those brain signals are relayed through a computer to the artificial limb.Chang’s team built on that work to develop a “speech neuroprosthetic” — decoding brain waves that normally control the vocal tract, the tiny muscle movements of the lips, jaw, tongue and larynx that form each consonant and vowel.Volunteering to test the device was a man in his late 30s who 15 years ago suffered a brain-stem stroke that caused widespread paralysis and robbed him of speech. The researchers implanted electrodes on the surface of the man’s brain, over the area that controls speech.A computer analysed the patterns when he attempted to say common words such as “water” or “good,” eventually becoming able to differentiate between 50 words that could generate more than 1,000 sentences.Prompted with such questions as “How are you today?” or “Are you thirsty” the device eventually enabled the man to answer “I am very good” or “No I am not thirsty” — not voicing the words but translating them into text, the team reported in the New England Journal of Medicine.The @ChangLabUcsf recorded brain activity from BRAVO1's speech motor cortex, using custom neural network models to decode a set of 50 words at a rate of up to 18 words/min with up to 93% accuracy. This is an incredible milestone for restoring speech to those without a voice. pic.twitter.com/VG2NyDs11e— UCSF Neurosurgery (@NeurosurgUCSF) July 14, 2021It takes about three to four seconds for the word to appear on the screen after the man tries to say it, said lead author David Moses, an engineer in Chang’s lab. That’s not nearly as fast as speaking but quicker than tapping out a response.In an accompanying editorial, Harvard neurologists Leigh Hochberg and Sydney Cash called the work a “pioneering demonstration.” They suggested improvements but said if the technology pans out it eventually could help people with injuries, strokes or illnesses like Lou Gehrig’s disease whose “brains prepare messages for delivery but those messages are trapped.”Chang’s lab has spent years mapping the brain activity that leads to speech. First, researchers temporarily placed electrodes in the brains of volunteers undergoing surgery for epilepsy, so they could match brain activity to spoken words.Only then was it time to try the experiment with someone unable to speak. How did they know the device interpreted his words correctly? They started by having him try to say specific sentences such as, “Please bring my glasses,” rather than answering open-ended questions until the machine translated accurately most of the time.Next steps include ways to improve the device’s speed, accuracy and vocabulary size — and maybe one day allow a computer-generated voice rather than text on a screen — while testing a small number of additional volunteers."
13,"Noise ColorFit Ultra launched in India: Features, price, sale date, and more",https://images.indianexpress.com/2021/07/Noise-ColorFit-Ultra.jpg,https://indianexpress.com/article/technology/gadgets/noise-colorfit-ultra-launched-in-india-features-price-sale-date-and-more-7406069/,"The Noise ColorFit Ultra smartwatch has been launched in India. The key highlights of the wearable are SpO2 monitor, heart rate monitor, large display, stress monitor, 60 sports mode, and more. There is also a Calls and SMS quick reply feature.The Noise ColorFit Ultra comes with a starting price of Rs 4,499 and will be sold in three colour options, including blue, white, and black. The availability details are yet to be revealed by the company. But, the Amazon listing confirms that the device will be up for sale on July 16 at 10AM.The newly launched Noise ColorFit Ultra comes with a 1.75-inch TruView colour display. The panel operates at 320 x 385 pixels resolution. The company claims that the new wearable has a 78 percent bigger screen in comparison to ColorFit Pro 2.The wearable has an aluminium alloy body and features a single button on the side, which one can use to navigate across UI. You also get multiple watch faces via the companion app. The latest Noise ColorFit Ultra comes with features like heart rate monitor, Accelerometer, Sp02 sensor, stress monitor, step tracker, sleep monitor, sleep monitor, female health tracking and reminder.The company is claiming that the watch offers 60 sports modes, including indoor fitness, yoga, rowing, ballet, cricket, basketball, badminton, zumba, and more. With the Noise ColorFit Ultra, the brand is claiming that users will get up to nine days.One can use this smartwatch to check the phone’s notifications and will be able to respond to messages as well. The new fitness wearable from Noise is also IP68 rated, which means that it is dust and water-resistant. You can download the NoiseFit app to check the fitness data."
14,How to send someone a direct message in Clubhouse using Backchannel,https://images.indianexpress.com/2021/05/Clubhouse_Reuters1.jpg,https://indianexpress.com/article/technology/social/clubhouse-gets-new-backchannel-messaging-feature-here-is-how-it-works-7406097/,"Clubhouse has launched an update for its Android and iOS app which brings a new direct messaging feature called Backchannel. The feature will allow one-to-one and group text chats on the social audio app.You will be able to rely on Backchannel to discuss rooms. If you’re a speaker, the new feature will allow you to use Backchannel to chat with your co-hosts, take questions from people via text and decide who to call up from the audience.On the other hand, if you’re a listener, you will be able chat with your other friends in the audience any time you’re in a room. You can do so by tapping on the airplane icon or by swiping left to access the chat thread.When using Backchannel, the users who you follow will be able to message you and their messages will appear in the main tab. If you get messages from people you don’t follow, they will appear as part of a separate inbox.You can click on the airplane icon located on the bottom of the app home screen and inside of rooms, to access Backchannel. You will be able to view messages here and also create new private or group messages by tapping the pen and paper icon in the corner.1. Click on the airplane icon on the bottom of the app
2. Click on the pen and paper icon located in the corner of Backchannel
3. You can search to find the user you’re looking for to create a new thread.
4. You can also send messages by tapping the airplane icon on a user’s profile.
Note : This particular icon will only be visible if the user has messages turned on to everyone, or if they follow you.1. Visit Backchannel.
2. Click on Requests at the bottom of the screen.
3. You can then tap in to see the content."
15,Clubhouse launches Backchannel messaging feature: Here is what it means,https://images.indianexpress.com/2021/06/clubhouse-1.jpeg,https://indianexpress.com/article/technology/social/clubhouse-launches-backchannel-messaging-feature-here-is-what-it-means-7405920/,"Clubhouse has started rolling out an update for its Android and iOS app. The update brings a new direct messaging feature called Backchannel ,which will allow one-to-one and group text chats on the social audio app.Clubhouse users will be able to rely on Backchannel to discuss rooms. If you’re a speaker, the new feature will allow you to use Backchannel to chat with your co-hosts, take questions from people via text and decide who to call up from the audience.In case you’re a listener, you will be able chat with your other friends in the audience any time you’re in a room. You can do so by tapping on the airplane icon or by swiping left to access the chat thread.My hat? Tipped
My mic? Flashed
My messaging? Direct.After we unintentionally leaked their feature 5 times, here’s our beloved engineering team introducing the new Clubhouse Backchannel 🥰 pic.twitter.com/3bPHeGxQaZ— Clubhouse (@Clubhouse) July 14, 2021Clubhouse released as an iOS-exclusive app in April 2020. The app has gained massive popularity ever since. The Clubhouse Android app launched in May and is said to have had added more than 8 million new users ever since according to the company. The Clubhouse app became immensely popular during the COVID-19 pandemic. This has led to most major social media platforms like Facebook, Twitter and Spotify to offer similar audio chat services.Spotify recently launched its Clubhouse competitor: a new dedicated app called Greenroom, which focuses on live audio format. In March this year, Spotify had announced it was acquiring Betty Labs, the creators of Locker Room, which brought live audio format into their ecosystem. Greenroom is the revamped version of the app."
16,A new device could turn your sweat into electricity,https://images.indianexpress.com/2021/07/fingertip-powered-wearable.jpg,https://indianexpress.com/article/technology/science/new-device-sweat-into-electricity-7406007/,"Researchers from UC San Diego Jacobs School of Engineering have developed an extremely thin and flexible wearable strip that can stick to your fingertip and generate small amounts of electricity. It can then be used as a source of power for small electronics.The electricity is generated when your finger sweats and can be worn even when sleeping. The device can also generate extra power when you press on it. So you can continue typing on your computer, texting, or even play the piano.“Unlike other sweat-powered wearables, this one requires no exercise, no physical input from the wearer in order to be useful. This work is a step forward to making wearables more practical, convenient and accessible for the everyday person,” explained co-first author Lu Yin, a nanoengineering PhD student in a release. The findings were published on July 13 in the journal Joule.Explaining why the fingertip was chosen, Yin explained: “The reason we feel sweatier on other parts of the body is because those spots are not well ventilated. By contrast, the fingertips are always exposed to air, so the sweat evaporates as it comes out. So rather than letting it evaporate, we use our device to collect this sweat, and it can generate a significant amount of energy.”“We envision that this can be used in any daily activity involving touch, things that a person would normally do anyway while at work, at home, while watching TV or eating,” said Joseph Wang, a professor of nanoengineering and the study’s senior author in the release. “The goal is that this wearable will naturally work for you and you don’t even have to think about it.”Decoding the device You can wrap the device around your fingertip like a Band-Aid and electrodes in it absorb the sweat and convert it to electrical energy. There is also a chip underneath these electrodes that helps to generate additional electrical energy when tapped or pressed on.The team found that when worn for 10 hours of sleep, the device was able to collect 400 millijoules of energy, and during one hour of casual typing on the computer keyboard and clicking a mouse, it collected 30 millijoules. And this is just from one fingertip. Strapping devices on the rest of the fingertips would generate 10 times more energy, the researchers said.“Free energy” from sleep?
Wearable bioenergy harvesters that used to require quite a workout to generate a small power are no more!
Check out our recent paper on @Joule_CP on wearable biofuel cell harvesting energy from a touch of your fingertip!https://t.co/2zK038cAlt— Lu Yin (@YinLu_CLT) July 13, 2021“Compare this to a device that harvests energy as you exercise,” explained Yin. “When you are running, you are investing hundreds of joules of energy only for the device to generate millijoules of energy. In that case, your energy return on investment is very low. But with this device, your return is very high. When you are sleeping, you are putting in no work. Even with a single finger press, you are only investing about half a millijoule.”The team has planned more studies to combine the device with other energy harvesters and create new self-powered wearable systems."
17,Battlegrounds Mobile India Series 2021 announced by Krafton: Check details,https://images.indianexpress.com/2021/07/Battlegrounds-Mobile-India-Series-2021.jpg,https://indianexpress.com/article/technology/gaming/battlegrounds-mobile-india-series-2021-announced-by-krafton-check-details-7406011/,"Krafton has announced Battlegrounds Mobile India Series 2021, the first open eSports tournament held by Krafton for BGMI players. The tournament will be open to Indian residents. Krafton has announced a prize pool of Rs 1,00,00,000 for the tournament and has also listed out the format and other details for the 3-month long tournament. Here’s all you need to know.Across the Rs 1,00,00,000 prize pool, the winning team will be awarded Rs 50,00,000, while the second place team will be awarded Rs 25,00,000. The third place team will be awarded a sum of Rs 10,00,000 and fourth and fifth place teams will be awarded Rs 3,00,000 and Rs 2,00,000 respectively.The registrations for the tournament kick-starts on 19th July later this month, and will have 5 stages spanning across three months. Note that any player living in India and with an account which is Platinum and above is eligible to register and play in in-game qualifiers.The in-game qualifiers from August 2-8 where 1,024 teams will qualify. This will be followed by the online qualifiers from August 17 to September 12, where 64 teams will qualify.The quarter finals will be held from September 16-26 where 24 teams will go through and the semi finals will be held on September 30 to October 3 where the last 16 teams will qualify. Following this, the final matches will be held between October 7-10 where the tournament champions will be announced.Players who have registered for Battlegrounds Mobile India Series 2021 will have to play 15 matches with their registered team members over the given time period. The top 10 of 15 matches will be considered for evaluation and scored accordingly. In case of a tie, certain parameters such as finishes, survival time, accuracy, etc will be considered."
18,"Google starts rolling out Android 12 beta 3: Better auto-rotation, On-device search and more",https://images.indianexpress.com/2021/07/Android-12-play-as-you-download.jpg,https://indianexpress.com/article/technology/tech-news-technology/google-announces-android-12-beta-3-heres-whats-new-7405887/,"Google released the third beta for Android 12 today. While a stable version is still not out, this is the the sixth version that Google has released so far, including three developer previews and two public betas. The first beta included Android 12’s major design changes, and the second added Android 12’s privacy dashboard and wallpaper-based theming.With the third beta, Google has baked in some more features, including the ability to take scrolling screenshots natively and smarter auto-rotation. Here’s details on the new changes.With scrolling screenshots in Android 12, users can capture a screenshot of content that is scrollable. This is handy on longer screens and chat windows that no longer need to be clipped with individual screenshots. A number of OEM skins like Xiaomi’s MIUI or OnePlus’s OxygenOS have had the feature for years, but now it will be natively supported for the first time.Google implemented the feature in the beta for Android 11, but due to the COVID-crisis and limited resources, the feature never made it to the stable release. With it being a part of the beta 3 now, users can expect the feature to roll out with Android 12’s stable release, bringing it to phones by Motorola, Nokia, Google’s own Pixel series and more.With Beta 3, Google is bringing in platform support for AppSearch, a new high-performance on-device search engine. “With AppSearch, apps can index structured data and search over it with built-in full-text search capabilities, and they can use native features like highly-efficient indexing and retrieval, multi-language support, and relevancy ranking,” Google said in a blog post.AppSearch will be available in two “flavours” including a local index for an app that will make searching backwards compatible through a new AppSearch Jetpack Library, as well as a central index that is maintained for the entire system.“When you participate in the central index, the system will be able to display your app’s data on System UI surfaces unless you choose to opt out. Additionally, you can securely share data with other apps, allowing them to search your app’s data as well as their own,” Google added.Android 12 will also use the devices gyro-sensors with facial recognition to determine when a device should be rotated. This will result in fewer unnecessary rotations when you want the device in portrait but are simply laying down on a couch or bed. The facial recognition will also be processed on-device, making the feature secure.Other improvements include optimisations to the rotation animation and an added machine learning-driven gesture algorithm that will reduce the latency during auto-rotate kicking in by 25 percent.Android 12 beta 3 will also be adding Game Modes that will let you choose profiles for playing games. These profiles can be battery-saving for more juice when you’re away from a charger or peak performance to get maximum framerates. These APIs will be tied to the game dashboard and will be available as an overlay on top of games making them quickly accessible. Meanwhile, play as you download will allow game assets to be fetched in the background during installation, getting you into the actual gameplay faster than before.Android 12 beta 3 will also be adding new privacy indicator APIs in WindowInsets that show when an app is using the device camera or microphone. These APIs will let apps reposition the indicator with an immersive mode so users can still see it. The camera and microphone access toggles that instantly let you revoke permission for the camera and microphone from certain apps are also now configurable for enterprise administrators."
19,"Microsoft launches Windows 365, a subscription-based Cloud PC for enterprise users",https://images.indianexpress.com/2021/07/ms.jpg,https://indianexpress.com/article/technology/tech-news-technology/microsoft-launches-windows-365-a-subscription-based-cloud-pc-for-enterprise-users-7405766/,"Microsoft has announced Windows 365, a new way to experience virtual cloud-based PC running Windows 10 or Windows 11 operating systems. The subscription-based service allows users to stream a Windows PC from anywhere, similar to its cloud-based game service.“Windows 365 takes the operating system to the Microsoft Cloud, securely streaming the full Windows experience—including all your apps, data, and settings—to your personal or corporate devices,” said Wangui McKelvey, General Manager, Microsoft 365.”This approach creates a fully new personal computing category, specifically for the hybrid world: the Cloud PC.”The Redmond-based software powerhouse, which is calling this “Cloud PC”, says its Windows 365 service allows users to store apps, files and documents, giving them access anytime on all sorts of devices – including tablets or Apple Macs via a native Remote Desktop application or web browser. The service which takes advantage of Azure Virtual Desktop, will be made available on August 2. Windows 365 is aimed at enterprises and businesses.“Windows 365 provides an instant-on boot experience that enables users to stream all their personalized applications, tools, data, and settings from the cloud across any device including your Mac, iPad, Linux device, and Android. The Windows experience is consistent, no matter the device,” McKelvey said.The service supports business apps, the Microsoft 365 apps, and any other Windows app needed in the enterprise that can be installed on a traditional PC. The company plans to offer different sizes of Windows 365 Cloud PC, with per user per month pricing. There will be two edition options, Windows 365 Business, and Windows 365 Enterprise. Microsoft calls its Windows 365 service a “new personal computing category.”"
